course_id,course_name,category,sub_category,difficulty,rating,num_students,description
C1512,Java Programming Masterclass,AI,Artificial Intelligence,Advanced,4.3,4677,Java Programming Masterclass course covering Artificial Intelligence in the field of AI.
C1513,Cybersecurity Basics,Data Science,Visualization,Intermediate,3.7,2711,Cybersecurity Basics course covering Visualization in the field of Data Science.
C1514,Full Stack Web Development,Programming,Java,Beginner,4.3,1493,Full Stack Web Development course covering Java in the field of Programming.
C1515,Data Visualization using Power BI,Data Science,Python,Intermediate,4.7,1433,Data Visualization using Power BI course covering Python in the field of Data Science.
C1516,Advanced AI Model Deployment,Cloud,AWS,Advanced,4.6,1459,Advanced AI Model Deployment course covering AWS in the field of Cloud.
C1517,DevOps Fundamentals,Blockchain,Smart Contracts,Beginner,4.7,2768,DevOps Fundamentals course covering Smart Contracts in the field of Blockchain.
C1518,Django Web Development,Cloud,Azure,Beginner,3.6,1499,Django Web Development course covering Azure in the field of Cloud.
C1519,Ethical Hacking Masterclass,Programming,Python Scripting,Intermediate,3.8,3938,Ethical Hacking Masterclass course covering Python Scripting in the field of Programming.
C1520,Cloud Computing with AWS,Web Development,Python Web,Advanced,3.8,4500,Cloud Computing with AWS course covering Python Web in the field of Web Development.
C1521,Natural Language Processing Basics,Cybersecurity,General,Beginner,4.5,967,Natural Language Processing Basics course covering General in the field of Cybersecurity.
C1522,React for Frontend Development,Data Science,Statistics,Advanced,4.1,3546,React for Frontend Development course covering Statistics in the field of Data Science.
C1523,React for Frontend Development,Programming,Databases,Beginner,4.0,444,React for Frontend Development course covering Databases in the field of Programming.
C1524,React for Frontend Development,Data Science,Statistics,Intermediate,4.4,341,React for Frontend Development course covering Statistics in the field of Data Science.
C1525,Reinforcement Learning Fundamentals,Cybersecurity,Forensics,Advanced,4.3,3160,Reinforcement Learning Fundamentals course covering Forensics in the field of Cybersecurity.
C1526,React for Frontend Development,Cloud,Azure,Intermediate,4.8,4919,React for Frontend Development course covering Azure in the field of Cloud.
C1527,Full Stack Web Development,Data Science,Python,Advanced,4.2,4891,Full Stack Web Development course covering Python in the field of Data Science.
C1528,DevOps Fundamentals,Cloud,GCP,Advanced,4.1,760,DevOps Fundamentals course covering GCP in the field of Cloud.
C1529,Django Web Development,Programming,Databases,Advanced,4.8,2851,Django Web Development course covering Databases in the field of Programming.
C1530,Cybersecurity Basics,Cloud,DevOps,Intermediate,4.0,3077,Cybersecurity Basics course covering DevOps in the field of Cloud.
C1531,Ethical Hacking Masterclass,Blockchain,Web3,Intermediate,4.4,3501,Ethical Hacking Masterclass course covering Web3 in the field of Blockchain.
C1532,Django Web Development,Cloud,GCP,Advanced,3.8,1925,Django Web Development course covering GCP in the field of Cloud.
C1533,Advanced AI Model Deployment,AI,NLP,Intermediate,4.3,232,Advanced AI Model Deployment course covering NLP in the field of AI.
C1534,Introduction to SQL,AI,MLOps,Intermediate,4.2,1356,Introduction to SQL course covering MLOps in the field of AI.
C1535,Data Visualization using Power BI,Blockchain,General,Intermediate,3.5,3588,Data Visualization using Power BI course covering General in the field of Blockchain.
C1536,Deep Learning with TensorFlow,Blockchain,General,Intermediate,3.7,1945,Deep Learning with TensorFlow course covering General in the field of Blockchain.
C1537,Blockchain Essentials,Blockchain,General,Advanced,4.6,930,Blockchain Essentials course covering General in the field of Blockchain.
C1538,Full Stack Web Development,AI,Deep Learning,Beginner,4.1,2330,Full Stack Web Development course covering Deep Learning in the field of AI.
C1539,Ethical Hacking Masterclass,AI,Computer Vision,Advanced,4.8,4371,Ethical Hacking Masterclass course covering Computer Vision in the field of AI.
C1540,Computer Vision Crash Course,Cloud,GCP,Advanced,3.5,4336,Computer Vision Crash Course course covering GCP in the field of Cloud.
C1541,Machine Learning A-Z,Blockchain,Smart Contracts,Advanced,4.3,2716,Machine Learning A-Z course covering Smart Contracts in the field of Blockchain.
C1542,Advanced AI Model Deployment,AI,Computer Vision,Beginner,4.3,3673,Advanced AI Model Deployment course covering Computer Vision in the field of AI.
C1543,Introduction to SQL,Blockchain,Web3,Beginner,4.4,820,Introduction to SQL course covering Web3 in the field of Blockchain.
C1544,Django Web Development,Blockchain,Web3,Intermediate,4.4,4959,Django Web Development course covering Web3 in the field of Blockchain.
C1545,Introduction to SQL,Web Development,Backend,Intermediate,3.9,2245,Introduction to SQL course covering Backend in the field of Web Development.
C1546,Django Web Development,AI,Computer Vision,Advanced,4.8,601,Django Web Development course covering Computer Vision in the field of AI.
C1547,Cloud Computing with AWS,Cloud,GCP,Beginner,4.8,467,Cloud Computing with AWS course covering GCP in the field of Cloud.
C1548,Full Stack Web Development,Cybersecurity,General,Beginner,3.7,1925,Full Stack Web Development course covering General in the field of Cybersecurity.
C1549,Deep Learning with TensorFlow,Blockchain,General,Beginner,4.7,1432,Deep Learning with TensorFlow course covering General in the field of Blockchain.
C1550,Data Visualization using Power BI,AI,Deep Learning,Beginner,4.3,346,Data Visualization using Power BI course covering Deep Learning in the field of AI.
C1551,Blockchain Essentials,Blockchain,General,Beginner,4.2,456,Blockchain Essentials course covering General in the field of Blockchain.
C1552,Cloud Computing with AWS,Data Science,Statistics,Advanced,4.3,1395,Cloud Computing with AWS course covering Statistics in the field of Data Science.
C1553,Ethical Hacking Masterclass,Cloud,AWS,Advanced,4.0,4367,Ethical Hacking Masterclass course covering AWS in the field of Cloud.
C1554,Java Programming Masterclass,Data Science,Statistics,Advanced,4.3,3599,Java Programming Masterclass course covering Statistics in the field of Data Science.
C1555,Cybersecurity Basics,Web Development,Python Web,Advanced,3.8,1544,Cybersecurity Basics course covering Python Web in the field of Web Development.
C1556,DevOps Fundamentals,Web Development,Full Stack,Intermediate,4.6,1415,DevOps Fundamentals course covering Full Stack in the field of Web Development.
C1557,Machine Learning A-Z,Web Development,React,Advanced,3.5,2847,Machine Learning A-Z course covering React in the field of Web Development.
C1558,Ethical Hacking Masterclass,Programming,C++,Intermediate,3.6,3203,Ethical Hacking Masterclass course covering C++ in the field of Programming.
C1559,Introduction to Artificial Intelligence,AI,NLP,Beginner,3.6,1989,Introduction to Artificial Intelligence course covering NLP in the field of AI.
C1560,Ethical Hacking Masterclass,Cybersecurity,Hacking,Intermediate,3.9,3853,Ethical Hacking Masterclass course covering Hacking in the field of Cybersecurity.
C1561,Cybersecurity Basics,Web Development,React,Advanced,4.4,1499,Cybersecurity Basics course covering React in the field of Web Development.
C1562,Statistics for Machine Learning,Blockchain,Web3,Intermediate,4.5,3767,Statistics for Machine Learning course covering Web3 in the field of Blockchain.
C1563,Computer Vision Crash Course,Cybersecurity,Network Security,Advanced,3.7,4594,Computer Vision Crash Course course covering Network Security in the field of Cybersecurity.
C1564,Reinforcement Learning Fundamentals,Blockchain,General,Beginner,4.9,1974,Reinforcement Learning Fundamentals course covering General in the field of Blockchain.
C1565,Java Programming Masterclass,AI,Reinforcement Learning,Beginner,4.4,646,Java Programming Masterclass course covering Reinforcement Learning in the field of AI.
C1566,Data Visualization using Power BI,Cybersecurity,General,Intermediate,4.8,4737,Data Visualization using Power BI course covering General in the field of Cybersecurity.
C1567,Cloud Computing with AWS,Data Science,Python,Intermediate,3.9,3122,Cloud Computing with AWS course covering Python in the field of Data Science.
C1568,Data Visualization using Power BI,Data Science,Statistics,Intermediate,4.3,1457,Data Visualization using Power BI course covering Statistics in the field of Data Science.
C1569,React for Frontend Development,Programming,Databases,Beginner,5.0,1104,React for Frontend Development course covering Databases in the field of Programming.
C1570,Deep Learning with TensorFlow,Cybersecurity,Hacking,Advanced,3.7,4646,Deep Learning with TensorFlow course covering Hacking in the field of Cybersecurity.
C1571,Deep Learning with TensorFlow,Web Development,Frontend,Advanced,4.6,973,Deep Learning with TensorFlow course covering Frontend in the field of Web Development.
C1572,Introduction to Artificial Intelligence,Cloud,AWS,Advanced,3.7,3228,Introduction to Artificial Intelligence course covering AWS in the field of Cloud.
C1573,Ethical Hacking Masterclass,Cloud,Azure,Intermediate,4.3,4677,Ethical Hacking Masterclass course covering Azure in the field of Cloud.
C1574,Reinforcement Learning Fundamentals,Blockchain,Smart Contracts,Beginner,4.4,1065,Reinforcement Learning Fundamentals course covering Smart Contracts in the field of Blockchain.
C1575,Blockchain Essentials,Cloud,Azure,Beginner,4.5,2215,Blockchain Essentials course covering Azure in the field of Cloud.
C1576,Python for Data Science,Programming,Python Scripting,Intermediate,3.9,2079,Python for Data Science course covering Python Scripting in the field of Programming.
C1577,Full Stack Web Development,Cybersecurity,General,Advanced,4.1,1954,Full Stack Web Development course covering General in the field of Cybersecurity.
C1578,React for Frontend Development,Data Science,Visualization,Intermediate,4.7,4787,React for Frontend Development course covering Visualization in the field of Data Science.
C1579,DevOps Fundamentals,Web Development,Frontend,Beginner,4.7,2577,DevOps Fundamentals course covering Frontend in the field of Web Development.
C1580,Deep Learning with TensorFlow,AI,Reinforcement Learning,Advanced,3.8,3360,Deep Learning with TensorFlow course covering Reinforcement Learning in the field of AI.
C1581,Data Visualization using Power BI,AI,MLOps,Advanced,3.7,1917,Data Visualization using Power BI course covering MLOps in the field of AI.
C1582,Cloud Computing with AWS,AI,Computer Vision,Advanced,4.8,470,Cloud Computing with AWS course covering Computer Vision in the field of AI.
C1583,Advanced AI Model Deployment,Cloud,Azure,Advanced,3.7,1912,Advanced AI Model Deployment course covering Azure in the field of Cloud.
C1584,Computer Vision Crash Course,AI,Deep Learning,Advanced,4.2,2458,Computer Vision Crash Course course covering Deep Learning in the field of AI.
C1585,Statistics for Machine Learning,Blockchain,Smart Contracts,Intermediate,3.8,495,Statistics for Machine Learning course covering Smart Contracts in the field of Blockchain.
C1586,Introduction to SQL,Cloud,Azure,Advanced,4.3,2491,Introduction to SQL course covering Azure in the field of Cloud.
C1587,Ethical Hacking Masterclass,Blockchain,Web3,Beginner,5.0,1236,Ethical Hacking Masterclass course covering Web3 in the field of Blockchain.
C1588,React for Frontend Development,Programming,C,Intermediate,4.8,1269,React for Frontend Development course covering C in the field of Programming.
C1589,Cloud Computing with AWS,Data Science,Visualization,Beginner,4.2,4419,Cloud Computing with AWS course covering Visualization in the field of Data Science.
C1590,Deep Learning with TensorFlow,Data Science,Python,Intermediate,4.8,641,Deep Learning with TensorFlow course covering Python in the field of Data Science.
C1591,Machine Learning A-Z,AI,Reinforcement Learning,Intermediate,4.9,825,Machine Learning A-Z course covering Reinforcement Learning in the field of AI.
C1592,Python for Data Science,Programming,Python Scripting,Intermediate,4.5,3206,Python for Data Science course covering Python Scripting in the field of Programming.
C1593,Introduction to Artificial Intelligence,Blockchain,Smart Contracts,Beginner,4.2,2101,Introduction to Artificial Intelligence course covering Smart Contracts in the field of Blockchain.
C1594,Java Programming Masterclass,Cloud,DevOps,Advanced,4.3,3947,Java Programming Masterclass course covering DevOps in the field of Cloud.
C1595,Cloud Computing with AWS,Blockchain,Smart Contracts,Beginner,4.2,338,Cloud Computing with AWS course covering Smart Contracts in the field of Blockchain.
C1596,Python for Data Science,Programming,Databases,Beginner,4.0,1081,Python for Data Science course covering Databases in the field of Programming.
C1597,Computer Vision Crash Course,Web Development,Frontend,Intermediate,4.9,4521,Computer Vision Crash Course course covering Frontend in the field of Web Development.
C1598,Cloud Computing with AWS,Blockchain,Smart Contracts,Intermediate,4.8,4188,Cloud Computing with AWS course covering Smart Contracts in the field of Blockchain.
C1599,Introduction to Artificial Intelligence,Web Development,React,Beginner,4.4,237,Introduction to Artificial Intelligence course covering React in the field of Web Development.
C1600,React for Frontend Development,AI,Machine Learning,Advanced,4.8,4678,React for Frontend Development course covering Machine Learning in the field of AI.
C1601,DevOps Fundamentals,AI,MLOps,Beginner,4.9,1951,DevOps Fundamentals course covering MLOps in the field of AI.
C1602,Introduction to Artificial Intelligence,Cloud,AWS,Beginner,4.5,689,Introduction to Artificial Intelligence course covering AWS in the field of Cloud.
C1603,DevOps Fundamentals,Data Science,Visualization,Advanced,4.2,2660,DevOps Fundamentals course covering Visualization in the field of Data Science.
C1604,Introduction to SQL,Data Science,Statistics,Beginner,4.1,4715,Introduction to SQL course covering Statistics in the field of Data Science.
C1605,DevOps Fundamentals,Cybersecurity,General,Intermediate,4.7,1176,DevOps Fundamentals course covering General in the field of Cybersecurity.
C1606,Cybersecurity Basics,Data Science,Analytics,Intermediate,4.3,446,Cybersecurity Basics course covering Analytics in the field of Data Science.
C1607,Cloud Computing with AWS,Web Development,React,Intermediate,3.7,4383,Cloud Computing with AWS course covering React in the field of Web Development.
C1608,Django Web Development,AI,MLOps,Beginner,4.4,3844,Django Web Development course covering MLOps in the field of AI.
C1609,Advanced AI Model Deployment,Blockchain,Smart Contracts,Advanced,4.6,2308,Advanced AI Model Deployment course covering Smart Contracts in the field of Blockchain.
C1610,Django Web Development,Data Science,Visualization,Intermediate,4.4,4532,Django Web Development course covering Visualization in the field of Data Science.
C1611,Cybersecurity Basics,Programming,Python Scripting,Beginner,3.9,4942,Cybersecurity Basics course covering Python Scripting in the field of Programming.
C1612,Reinforcement Learning Fundamentals,Web Development,Backend,Advanced,4.9,4407,Reinforcement Learning Fundamentals course covering Backend in the field of Web Development.
C1613,DevOps Fundamentals,Web Development,Python Web,Beginner,3.7,4010,DevOps Fundamentals course covering Python Web in the field of Web Development.
C1614,Full Stack Web Development,AI,MLOps,Advanced,4.3,1848,Full Stack Web Development course covering MLOps in the field of AI.
C1615,Cloud Computing with AWS,Programming,C,Beginner,3.8,4011,Cloud Computing with AWS course covering C in the field of Programming.
C1616,DevOps Fundamentals,Programming,Java,Beginner,4.6,2622,DevOps Fundamentals course covering Java in the field of Programming.
C1617,Introduction to Artificial Intelligence,Data Science,Power BI,Advanced,4.8,1389,Introduction to Artificial Intelligence course covering Power BI in the field of Data Science.
C1618,Introduction to SQL,Cybersecurity,General,Beginner,4.3,4759,Introduction to SQL course covering General in the field of Cybersecurity.
C1619,Java Programming Masterclass,Programming,Java,Advanced,4.1,2048,Java Programming Masterclass course covering Java in the field of Programming.
C1620,Deep Learning with TensorFlow,AI,Reinforcement Learning,Intermediate,4.1,1498,Deep Learning with TensorFlow course covering Reinforcement Learning in the field of AI.
C1621,Advanced AI Model Deployment,Blockchain,General,Beginner,4.3,2820,Advanced AI Model Deployment course covering General in the field of Blockchain.
C1622,Blockchain Essentials,Blockchain,Smart Contracts,Intermediate,4.0,4072,Blockchain Essentials course covering Smart Contracts in the field of Blockchain.
C1623,Full Stack Web Development,Cloud,GCP,Beginner,4.0,2638,Full Stack Web Development course covering GCP in the field of Cloud.
C1624,Cloud Computing with AWS,Blockchain,General,Intermediate,4.4,2172,Cloud Computing with AWS course covering General in the field of Blockchain.
C1625,DevOps Fundamentals,Programming,C++,Advanced,3.5,1842,DevOps Fundamentals course covering C++ in the field of Programming.
C1626,Blockchain Essentials,AI,Artificial Intelligence,Beginner,4.5,4318,Blockchain Essentials course covering Artificial Intelligence in the field of AI.
C1627,Computer Vision Crash Course,Cloud,Azure,Advanced,3.8,1387,Computer Vision Crash Course course covering Azure in the field of Cloud.
C1628,DevOps Fundamentals,Programming,Java,Advanced,4.1,4606,DevOps Fundamentals course covering Java in the field of Programming.
C1629,Introduction to Artificial Intelligence,Cybersecurity,Forensics,Beginner,4.0,251,Introduction to Artificial Intelligence course covering Forensics in the field of Cybersecurity.
C1630,Reinforcement Learning Fundamentals,Data Science,Visualization,Advanced,3.8,871,Reinforcement Learning Fundamentals course covering Visualization in the field of Data Science.
C1631,Natural Language Processing Basics,Data Science,Analytics,Intermediate,4.5,1274,Natural Language Processing Basics course covering Analytics in the field of Data Science.
C1632,Ethical Hacking Masterclass,Cybersecurity,Forensics,Beginner,4.6,2833,Ethical Hacking Masterclass course covering Forensics in the field of Cybersecurity.
C1633,Blockchain Essentials,Blockchain,Smart Contracts,Beginner,4.2,700,Blockchain Essentials course covering Smart Contracts in the field of Blockchain.
C1634,Django Web Development,Data Science,Visualization,Beginner,4.8,2532,Django Web Development course covering Visualization in the field of Data Science.
C1635,Natural Language Processing Basics,AI,Artificial Intelligence,Beginner,4.9,2081,Natural Language Processing Basics course covering Artificial Intelligence in the field of AI.
C1636,Cybersecurity Basics,Web Development,Full Stack,Intermediate,4.5,2423,Cybersecurity Basics course covering Full Stack in the field of Web Development.
C1637,Introduction to SQL,Programming,Python Scripting,Advanced,3.8,1958,Introduction to SQL course covering Python Scripting in the field of Programming.
C1638,Introduction to SQL,Cybersecurity,Hacking,Intermediate,3.9,4895,Introduction to SQL course covering Hacking in the field of Cybersecurity.
C1639,Ethical Hacking Masterclass,Programming,Databases,Advanced,4.4,3720,Ethical Hacking Masterclass course covering Databases in the field of Programming.
C1640,Advanced AI Model Deployment,Web Development,React,Intermediate,4.2,2581,Advanced AI Model Deployment course covering React in the field of Web Development.
C1641,Cybersecurity Basics,AI,Artificial Intelligence,Beginner,4.1,1619,Cybersecurity Basics course covering Artificial Intelligence in the field of AI.
C1642,Python for Data Science,Blockchain,Web3,Advanced,4.0,3044,Python for Data Science course covering Web3 in the field of Blockchain.
C1643,Cloud Computing with AWS,Cybersecurity,Hacking,Advanced,4.3,1064,Cloud Computing with AWS course covering Hacking in the field of Cybersecurity.
C1644,Java Programming Masterclass,Cybersecurity,Forensics,Intermediate,4.3,4884,Java Programming Masterclass course covering Forensics in the field of Cybersecurity.
C1645,Blockchain Essentials,Programming,C++,Intermediate,4.6,4762,Blockchain Essentials course covering C++ in the field of Programming.
C1646,React for Frontend Development,Blockchain,General,Beginner,4.8,266,React for Frontend Development course covering General in the field of Blockchain.
C1647,Statistics for Machine Learning,Cybersecurity,Forensics,Advanced,4.1,1924,Statistics for Machine Learning course covering Forensics in the field of Cybersecurity.
C1648,Blockchain Essentials,Blockchain,Smart Contracts,Beginner,3.6,3212,Blockchain Essentials course covering Smart Contracts in the field of Blockchain.
C1649,Data Visualization using Power BI,AI,NLP,Advanced,4.3,1129,Data Visualization using Power BI course covering NLP in the field of AI.
C1650,Computer Vision Crash Course,Cybersecurity,General,Intermediate,4.3,3144,Computer Vision Crash Course course covering General in the field of Cybersecurity.
C1651,Introduction to Artificial Intelligence,Web Development,Frontend,Beginner,3.8,727,Introduction to Artificial Intelligence course covering Frontend in the field of Web Development.
C1652,Blockchain Essentials,Cybersecurity,General,Intermediate,4.0,4307,Blockchain Essentials course covering General in the field of Cybersecurity.
C1653,Introduction to SQL,AI,Machine Learning,Advanced,4.0,1441,Introduction to SQL course covering Machine Learning in the field of AI.
C1654,Advanced AI Model Deployment,AI,Machine Learning,Intermediate,4.0,586,Advanced AI Model Deployment course covering Machine Learning in the field of AI.
C1655,Blockchain Essentials,Data Science,Python,Beginner,4.5,910,Blockchain Essentials course covering Python in the field of Data Science.
C1656,Advanced AI Model Deployment,Blockchain,General,Beginner,3.8,4712,Advanced AI Model Deployment course covering General in the field of Blockchain.
C1657,Reinforcement Learning Fundamentals,Cybersecurity,Network Security,Intermediate,4.7,1192,Reinforcement Learning Fundamentals course covering Network Security in the field of Cybersecurity.
C1658,Cybersecurity Basics,Data Science,Visualization,Intermediate,4.6,1956,Cybersecurity Basics course covering Visualization in the field of Data Science.
C1659,Python for Data Science,Cloud,AWS,Intermediate,4.4,2334,Python for Data Science course covering AWS in the field of Cloud.
C1660,Natural Language Processing Basics,Programming,Java,Beginner,4.4,2740,Natural Language Processing Basics course covering Java in the field of Programming.
C1661,React for Frontend Development,AI,Artificial Intelligence,Intermediate,4.4,2215,React for Frontend Development course covering Artificial Intelligence in the field of AI.
C1662,Computer Vision Crash Course,Cloud,DevOps,Advanced,4.6,580,Computer Vision Crash Course course covering DevOps in the field of Cloud.
C1663,Data Visualization using Power BI,Web Development,Backend,Beginner,4.7,2589,Data Visualization using Power BI course covering Backend in the field of Web Development.
C1664,Reinforcement Learning Fundamentals,Data Science,Visualization,Intermediate,4.6,3863,Reinforcement Learning Fundamentals course covering Visualization in the field of Data Science.
C1665,Full Stack Web Development,Cloud,GCP,Advanced,4.6,4058,Full Stack Web Development course covering GCP in the field of Cloud.
C1666,Introduction to SQL,Cybersecurity,Hacking,Beginner,3.7,4568,Introduction to SQL course covering Hacking in the field of Cybersecurity.
C1667,React for Frontend Development,Web Development,Full Stack,Intermediate,4.7,4499,React for Frontend Development course covering Full Stack in the field of Web Development.
C1668,Computer Vision Crash Course,Cloud,AWS,Advanced,4.8,4984,Computer Vision Crash Course course covering AWS in the field of Cloud.
C1669,Advanced AI Model Deployment,Data Science,Python,Intermediate,3.8,586,Advanced AI Model Deployment course covering Python in the field of Data Science.
C1670,Computer Vision Crash Course,Data Science,Python,Advanced,4.5,3609,Computer Vision Crash Course course covering Python in the field of Data Science.
C1671,Introduction to Artificial Intelligence,Data Science,Analytics,Advanced,4.0,1152,Introduction to Artificial Intelligence course covering Analytics in the field of Data Science.
C1672,Cloud Computing with AWS,Blockchain,Web3,Advanced,4.0,4117,Cloud Computing with AWS course covering Web3 in the field of Blockchain.
C1673,Cloud Computing with AWS,Programming,Python Scripting,Beginner,4.8,4183,Cloud Computing with AWS course covering Python Scripting in the field of Programming.
C1674,Cloud Computing with AWS,Web Development,React,Beginner,4.9,3540,Cloud Computing with AWS course covering React in the field of Web Development.
C1675,Introduction to SQL,Cybersecurity,Forensics,Advanced,4.5,4672,Introduction to SQL course covering Forensics in the field of Cybersecurity.
C1676,Django Web Development,Cloud,Azure,Beginner,4.2,3300,Django Web Development course covering Azure in the field of Cloud.
C1677,Natural Language Processing Basics,Blockchain,Web3,Beginner,4.4,2473,Natural Language Processing Basics course covering Web3 in the field of Blockchain.
C1678,Computer Vision Crash Course,Cloud,DevOps,Intermediate,4.8,1198,Computer Vision Crash Course course covering DevOps in the field of Cloud.
C1679,React for Frontend Development,Cloud,Azure,Beginner,3.6,1789,React for Frontend Development course covering Azure in the field of Cloud.
C1680,React for Frontend Development,Data Science,Python,Beginner,4.2,4612,React for Frontend Development course covering Python in the field of Data Science.
C1681,DevOps Fundamentals,Cloud,GCP,Advanced,3.7,2171,DevOps Fundamentals course covering GCP in the field of Cloud.
C1682,Full Stack Web Development,Data Science,Statistics,Beginner,4.7,1928,Full Stack Web Development course covering Statistics in the field of Data Science.
C1683,Natural Language Processing Basics,AI,NLP,Beginner,4.5,1348,Natural Language Processing Basics course covering NLP in the field of AI.
C1684,Statistics for Machine Learning,AI,Deep Learning,Advanced,4.4,4837,Statistics for Machine Learning course covering Deep Learning in the field of AI.
C1685,Advanced AI Model Deployment,AI,MLOps,Beginner,4.5,2540,Advanced AI Model Deployment course covering MLOps in the field of AI.
C1686,React for Frontend Development,Blockchain,General,Beginner,4.0,3471,React for Frontend Development course covering General in the field of Blockchain.
C1687,Natural Language Processing Basics,Programming,Java,Intermediate,4.9,3624,Natural Language Processing Basics course covering Java in the field of Programming.
C1688,React for Frontend Development,Cybersecurity,General,Beginner,3.6,3402,React for Frontend Development course covering General in the field of Cybersecurity.
C1689,Deep Learning with TensorFlow,Programming,C,Advanced,4.2,4132,Deep Learning with TensorFlow course covering C in the field of Programming.
C1690,Blockchain Essentials,Cloud,DevOps,Advanced,3.8,4781,Blockchain Essentials course covering DevOps in the field of Cloud.
C1691,Java Programming Masterclass,AI,Computer Vision,Beginner,3.7,4554,Java Programming Masterclass course covering Computer Vision in the field of AI.
C1692,Ethical Hacking Masterclass,Web Development,Backend,Beginner,4.5,4922,Ethical Hacking Masterclass course covering Backend in the field of Web Development.
C1693,Cloud Computing with AWS,Cybersecurity,Hacking,Beginner,3.9,872,Cloud Computing with AWS course covering Hacking in the field of Cybersecurity.
C1694,Cybersecurity Basics,Cybersecurity,General,Advanced,4.3,3723,Cybersecurity Basics course covering General in the field of Cybersecurity.
C1695,Ethical Hacking Masterclass,Blockchain,Web3,Intermediate,4.6,3994,Ethical Hacking Masterclass course covering Web3 in the field of Blockchain.
C1696,Introduction to SQL,Blockchain,Web3,Beginner,4.0,702,Introduction to SQL course covering Web3 in the field of Blockchain.
C1697,Cloud Computing with AWS,Web Development,Frontend,Advanced,4.9,1250,Cloud Computing with AWS course covering Frontend in the field of Web Development.
C1698,Machine Learning A-Z,Cloud,Azure,Beginner,4.5,4218,Machine Learning A-Z course covering Azure in the field of Cloud.
C1699,Advanced AI Model Deployment,Data Science,Power BI,Beginner,3.5,4151,Advanced AI Model Deployment course covering Power BI in the field of Data Science.
C1700,Data Visualization using Power BI,Cybersecurity,Hacking,Intermediate,3.6,2834,Data Visualization using Power BI course covering Hacking in the field of Cybersecurity.
C1701,Advanced AI Model Deployment,AI,Reinforcement Learning,Advanced,4.7,1360,Advanced AI Model Deployment course covering Reinforcement Learning in the field of AI.
C1702,Cloud Computing with AWS,Data Science,Statistics,Advanced,4.5,3740,Cloud Computing with AWS course covering Statistics in the field of Data Science.
C1703,Advanced AI Model Deployment,Data Science,Visualization,Intermediate,3.7,3756,Advanced AI Model Deployment course covering Visualization in the field of Data Science.
C1704,Blockchain Essentials,Data Science,Visualization,Beginner,4.2,1412,Blockchain Essentials course covering Visualization in the field of Data Science.
C1705,Introduction to Artificial Intelligence,Data Science,Statistics,Beginner,4.2,4016,Introduction to Artificial Intelligence course covering Statistics in the field of Data Science.
C1706,Introduction to Artificial Intelligence,Blockchain,Smart Contracts,Intermediate,4.6,2592,Introduction to Artificial Intelligence course covering Smart Contracts in the field of Blockchain.
C1707,Python for Data Science,Cybersecurity,Hacking,Intermediate,3.8,726,Python for Data Science course covering Hacking in the field of Cybersecurity.
C1708,Full Stack Web Development,Cybersecurity,Network Security,Beginner,4.5,728,Full Stack Web Development course covering Network Security in the field of Cybersecurity.
C1709,React for Frontend Development,Data Science,Visualization,Advanced,4.0,637,React for Frontend Development course covering Visualization in the field of Data Science.
C1710,Introduction to Artificial Intelligence,Cybersecurity,Hacking,Beginner,4.0,961,Introduction to Artificial Intelligence course covering Hacking in the field of Cybersecurity.
C1711,Advanced AI Model Deployment,Programming,Java,Beginner,4.7,884,Advanced AI Model Deployment course covering Java in the field of Programming.
C1712,Machine Learning A-Z,Cybersecurity,Hacking,Intermediate,3.5,2528,Machine Learning A-Z course covering Hacking in the field of Cybersecurity.
C1713,Ethical Hacking Masterclass,Web Development,Python Web,Advanced,4.2,1434,Ethical Hacking Masterclass course covering Python Web in the field of Web Development.
C1714,React for Frontend Development,Cloud,Azure,Beginner,4.5,1604,React for Frontend Development course covering Azure in the field of Cloud.
C1715,Natural Language Processing Basics,Web Development,Full Stack,Intermediate,4.5,1531,Natural Language Processing Basics course covering Full Stack in the field of Web Development.
C1716,Python for Data Science,AI,Deep Learning,Intermediate,3.7,3635,Python for Data Science course covering Deep Learning in the field of AI.
C1717,Introduction to Artificial Intelligence,Blockchain,Smart Contracts,Advanced,3.7,3696,Introduction to Artificial Intelligence course covering Smart Contracts in the field of Blockchain.
C1718,Ethical Hacking Masterclass,Data Science,Analytics,Beginner,3.7,2083,Ethical Hacking Masterclass course covering Analytics in the field of Data Science.
C1719,Django Web Development,Web Development,Frontend,Advanced,3.5,3648,Django Web Development course covering Frontend in the field of Web Development.
C1720,Advanced AI Model Deployment,Blockchain,General,Intermediate,4.1,3839,Advanced AI Model Deployment course covering General in the field of Blockchain.
C1721,Machine Learning A-Z,Blockchain,General,Beginner,4.5,1458,Machine Learning A-Z course covering General in the field of Blockchain.
C1722,DevOps Fundamentals,Programming,Java,Intermediate,4.1,1073,DevOps Fundamentals course covering Java in the field of Programming.
C1723,Deep Learning with TensorFlow,Cloud,AWS,Intermediate,4.9,2514,Deep Learning with TensorFlow course covering AWS in the field of Cloud.
C1724,Natural Language Processing Basics,Cybersecurity,Forensics,Beginner,4.1,1337,Natural Language Processing Basics course covering Forensics in the field of Cybersecurity.
C1725,Python for Data Science,Blockchain,Smart Contracts,Beginner,3.7,4296,Python for Data Science course covering Smart Contracts in the field of Blockchain.
C1726,DevOps Fundamentals,Programming,Python Scripting,Intermediate,4.8,3946,DevOps Fundamentals course covering Python Scripting in the field of Programming.
